WD18CD,WD18NM,WD18NMW,FID
E05003959,Peacehaven West,,4877
E05003594,Bradley,,4878
E05003533,Bickington and Roundswell,,4879
E05003427,Eckington South,,4880
E05010555,Dartmoor,,4881
E05003776,Underhill,,4882
E05008544,Ottery St Mary Rural,,4883
E05003960,"Plumpton, Streat, East Chiltington and St John (Without)",,4884
E05003595,Buckland and Milber,,4885
E05003534,Bishop's Nympton,,4886
E05003428,Gosforth Valley,,4887
E05010556,Drewsteignton,,4888
E05003777,Upwey and Broadwey,,4889
E05003480,Ottery St Mary Town,,4890
E05003961,Seaford Central,,4891
E05003596,Bushell,,4892
E05003535,Bratton Fleming,,4893
E05003429,Grassmoor,,4894
E05010557,Exbourne,,4895
E05003778,Westham East,,4896
E05003481,Raleigh,,4897
E05003962,Seaford East,,4898
E05003597,Chudleigh,,4899
E05003536,Braunton East,,4900
E05003430,Holmewood and Heath,,4901
E05010558,Hatherleigh,,4902
E05003779,Westham North,,4903
E05003482,Seaton,,4904
E05003963,Seaford North,,4905
E05008600,College,,4906
E05003537,Braunton West,,4907
E05003431,Killamarsh East,,4908
E05010559,Mary Tavy,,4909
E05003780,Westham West,,4910
E05003483,Sidmouth Rural,,4911
E05003964,Seaford South,,4912
E05003599,Dawlish Central and North East,,4913
E05003600,Dawlish South West,,4914
E05003601,Haytor,,4915
E05003602,Ipplepen,,4916
E05003603,Kenn Valley,,4917
E05003604,Kenton with Starcross,,4918
E05003605,Kerswell-with-Combe,,4919
E05003606,Kingsteignton East,,4920
E05003607,Kingsteignton West,,4921
E05003608,Moorland,,4922
E05003609,Shaldon and Stokeinteignhead,,4923
E05003610,Teignbridge North,,4924
E05003611,Teignmouth Central,,4925
E05003612,Teignmouth East,,4926
E05003613,Teignmouth West,,4927
E05003614,Teign Valley,,4928
E05003615,Appledore,,4929
E05003616,Bideford East,,4930
E05003617,Bideford North,,4931
E05003618,Bideford South,,4932
E05003619,Broadheath,,4933
E05003620,Clinton,,4934
E05003621,Clovelly Bay,,4935
E05003622,Coham Bridge,,4936
E05003623,Forest,,4937
E05003624,Hartland and Bradworthy,,4938
E05003625,Holsworthy,,4939
E05003626,Kenwith,,4940
E05003627,Monkleigh and Littleham,,4941
E05003628,Northam,,4942
E05003629,Orchard Hill,,4943
E05003630,Shebbear and Langtree,,4944
E05003631,Tamarside,,4945
E05003632,Three Moors,,4946
E05003633,Torrington,,4947
E05003634,Two Rivers,,4948
E05003635,Waldon,,4949
E05003636,Westward Ho!,,4950
E05003637,Winkleigh,,4951
E05010550,Bere Ferrers,,4952
E05010551,Bridestowe,,4953
E05003432,Killamarsh West,,4954
E05003781,Wey Valley,,4955
E05003538,Central Town,,4956
E05003433,North Wingfield Central,,4957
E05003965,Seaford West,,4958
E05003484,Sidmouth Sidford,,4959
E05010560,Milton Ford,,4960
E05003782,Weymouth East,,4961
E05010084,Chittlehampton,,4962
E05003434,Pilsley and Morton,,4963
E05003966,Battle Town,,4964
E05003485,Sidmouth Town,,4965
E05010561,Okehampton North,,4966
E05003783,Weymouth West,,4967
E05003540,Chulmleigh,,4968
E05003435,Renishaw,,4969
E05003967,Brede Valley,,4970
E05003486,Tale Vale,,4971
E05010562,Okehampton South,,4972
E05003784,Wyke Regis,,4973
E05003541,Combe Martin,,4974
E05003436,Ridgeway and Marsh Lane,,4975
E05003968,Central,,4976
E05003487,Trinity,,4977
E05010563,South Tawton,,4978
E05003920,Devonshire,,4979
E05003542,Forches and Whiddon Valley,,4980
E05003437,Shirland,,4981
E05003969,Collington,,4982
E05008545,Whimple,,4983
E05010564,Tamarside,,4984
E05003921,Hampden Park,,4985
E05003543,Fremington,,4986
E05003438,Sutton,,4987
E05003970,Crowhurst,,4988
E05003489,Woodbury and Lympstone,,4989
E05010565,Tavistock North,,4990
E05003922,Langney,,4991
E05003544,Georgeham and Mortehoe,,4992
E05003439,Tupton,,4993
E05003971,Darwell,,4994
E05003490,Yarty,,4995
E05010566,Tavistock South East,,4996
E05003923,Meads,,4997
E05003545,Heanton Punchardon,,4998
E05003440,Unstone,,4999
E05003972,Eastern Rother,,5000
E05010445,Leiston,,8001
E05010446,Martlesham,,8002
E05010447,Melton,,8003
E05010448,Nacton & Purdis Farm,,8004
E05010449,Orford & Eyke,,8005
E05010450,Peasenhall & Yoxford,,8006
E05010451,Rendlesham,,8007
E05010452,Saxmundham,,8008
E05010453,The Trimleys,,8009
E05010454,Tower,,8010
E05010455,Wenhaston & Westleton,,8011
E05010456,Wickham Market,,8012
E05010457,Woodbridge,,8013
E05007228,Beccles North,,8014
E05007229,Beccles South,,8015
E05007230,Blything,,8016
E05007231,Bungay,,8017
E05007232,Carlton,,8018
E05007321,Fetcham West,,8019
E05007233,Carlton Colville,,8020
E05007234,Gunton and Corton,,8021
E05007235,Halesworth,,8022
E05007322,Holmwoods,,8023
E05007236,Harbour,,8024
E05010199,Shipston North,,8025
E05007157,Stradbroke and Laxfield,,8026
E05007421,Farnham Firgrove,,8027
E05007323,Leatherhead North,,8028
E05011088,Weybridge Riverside,,8029
E05007478,Bede,,8030
E05007237,Kessingland,,8031
E05007371,Staines South,,8032
E05010200,Shipston South,,8033
E05007158,The Stonhams,,8034
E05007422,Farnham Hale and Heath End,,8035
E05007324,Leatherhead South,,8036
E05011089,Weybridge St George's Hill,,8037
E05007479,Bulkington,,8038
E05007238,Kirkley,,8039
E05007372,Stanwell North,,8040
E05010201,Shottery,,8041
E05007159,Thurston and Hessett,,8042
E05007423,Farnham Moor Park,,8043
E05007325,Leith Hill,,8044
E05007273,Auriol,,8045
E05007480,Camp Hill,,8046
E05007239,Lothingland,,8047
E05007373,Sunbury Common,,8048
E05010202,Snitterfield,,8049
E05007160,Wetheringsett,,8050
E05007424,Farnham Shortheath and Boundstone,,8051
E05007326,"Mickleham, Westhumble and Pixham",,8052
E05007274,College,,8053
E05007481,Exhall,,8054
E05007240,Normanston,,8055
E05007374,Sunbury East,,8056
E05010203,Southam North,,8057
E05007161,Woolpit,,8058
E05007425,Farnham Upper Hale,,8059
E05007327,Okewood,,8060
E05007275,Court,,8061
E05007482,Galley Common,,8062
E05007241,Oulton,,8063
E05007375,Bagshot,,8064
E05010204,Southam South,,8065
E05007162,Worlingworth,,8066
E05007426,Farnham Weybourne and Badshot Lea,,8067
E05007328,Westcott,,8068
E05007276,Cuddington,,8069
E05007483,Heath,,8070
E05007242,Oulton Broad,,8071
E05007376,Bisley,,8072
E05010205,Studley with Mappleborough Green,,8073
E05007163,Abbeygate,,8074
E05007427,Farnham Wrecclesham and Rowledge,,8075
E05007329,Banstead Village,,8076
E05007277,Ewell,,8077
E05007484,Kingswood,,8078
E05007243,Pakefield,,8079
E05007377,Chobham,,8080
E05010206,Studley with Sambourne,,8081
E05007164,Bardwell,,8082
E05007428,"Frensham, Dockenfield and Tilford",,8083
E05007330,"Chipstead, Hooley and Woodmansterne",,8084
E05007278,Ewell Court,,8085
E05007485,Poplar,,8086
E05007244,St Margaret's,,8087
E05007378,Frimley,,8088
E05010207,Tanworth-in-Arden,,8089
E05007165,Barningham,,8090
E05007429,Godalming Binscombe,,8091
E05007331,Earlswood and Whitebushes,,8092
E05007279,Nonsuch,,8093
E05007486,St Nicolas,,8094
E05007245,Southwold and Reydon,,8095
E05007379,Frimley Green,,8096
E05010208,Tiddington,,8097
E05007166,Barrow,,8098
E05007430,Godalming Central and Ockford,,8099
E05007332,Horley Central,,8100
E05007280,Ruxley,,8101
E05007487,Slough,,8102
E05007167,Cavendish,,8103
E05007246,The Saints,,8104
E05007168,Chedburgh,,8105
E05010209,Welcombe,,8106
E05007333,Horley East,,8107
E05007169,Clare,,8108
E05007247,Wainford,,8109
E05007281,Stamford,,8110
E05007431,Godalming Charterhouse,,8111
E05007488,Weddington,,8112
E05007380,Heatherside,,8113
E05007489,Wem Brook,,8114
E05007432,Godalming Farncombe and Catteshall,,8115
E05010210,Welford-on-Avon,,8116
E05007334,Horley West,,8117
E05007282,Stoneleigh,,8118
E05007248,Whitton,,8119
E05007381,Lightwater,,8120
E05007170,Eastgate,,8121
E05007490,Whitestone,,8122
E05007433,Godalming Holloway,,8123
E05010211,Wellesbourne East,,8124
E05007335,Kingswood with Burgh Heath,,8125
E05007283,Town,,8126
E05007249,Worlingham,,8127
E05007382,Mytchett and Deepcut,,8128
E05007171,Fornham,,8129
E05010758,Admirals and Cawston,,8130
E05007434,Haslemere Critchmere and Shottermill,,8131
E05010212,Wellesbourne West,,8132
E05007336,Meadvale and St John's,,8133
E05007284,West Ewell,,8134
E05007250,Wrentham,,8135
E05007383,Old Dean,,8136
E05007172,Great Barton,,8137
E05008974,Benn,,8138
E05007435,Haslemere East and Grayswood,,8139
E05010213,Wotton Wawen,,8140
E05007337,Merstham,,8141
E05007285,Woodcote,,8142
E05011074,Claygate,,8143
E05007384,Parkside,,8144
E05007173,Haverhill East,,8145
E05008975,Bilton,,8146
E05007436,Hindhead,,8147
E05009778,Abbey,,8148
E05007338,Nork,,8149
E05007286,Ash South and Tongham,,8150
E05011075,Cobham and Downside,,8151
E05007385,St Michaels,,8152
E05007174,Haverhill North,,8153
E05008976,"Clifton, Newton and Churchover",,8154
E05007437,Milford,,8155
E05009779,Arden,,8156
E05007339,Preston,,8157
E05007287,Ash Vale,,8158
E05011076,Esher,,8159
E05007386,St Pauls,,8160
E05007175,Haverhill South,,8161
E05008977,Coton and Boughton,,8162
E05007438,Shamley Green and Cranleigh North,,8163
E05009780,Aylesford,,8164
E05007340,Redhill East,,8165
E05007288,Ash Wharf,,8166
E05011077,Hersham Village,,8167
E05007387,Town,,8168
E05007176,Haverhill West,,8169
E05010759,Dunsmore,,8170
E05007439,Witley and Hambledon,,8171
E05009781,Bishop's Tachbrook,,8172
E05007341,Redhill West,,8173
E05007289,Burpham,,8174
E05011078,Hinchley Wood and Weston Green,,8175
E05007388,Watchetts,,8176
E05007177,Horringer and Whelnetham,,8177
E05008979,Hillmorton,,8178
E05010795,Byfleet and West Byfleet,,8179
E05009782,Brunswick,,8180
E05007342,Reigate Central,,8181
E05007290,Christchurch,,8182
E05011079,Long Ditton,,8183
E05007389,West End,,8184
E05007178,Hundon,,8185
E05008980,Leam Valley,,8186
E05010796,Canalside,,8187
E05009783,Budbrooke,,8188
E05007343,Reigate Hill,,8189
E05007291,Clandon and Horsley,,8190
E05011080,Molesey East,,8191
E05007390,Windlesham,,8192
E05007179,Ixworth,,8193
E05008981,New Bilton,,8194
E05010797,Goldsworth Park,,8195
E05009784,Clarendon,,8196
E05007344,Salfords and Sidlow,,8197
E05007292,Effingham,,8198
E05011081,Molesey West,,8199
E05007391,Chaldon,,8200
E05007180,Kedington,,8201
E05008982,Newbold and Brownsover,,8202
E05010798,Heathlands,,8203
E05009785,Crown,,8204
E05007345,South Park and Woodhatch,,8205
E05007293,Friary and St Nicolas,,8206
E05011082,Oatlands and Burwood Park,,8207
E05007392,Dormansland and Felcourt,,8208
E05007393,Felbridge,,8209
E05007394,Godstone,,8210
E05007395,Harestone,,8211
E05007396,Limpsfield,,8212
E05007397,Lingfield and Crowhurst,,8213
E05007398,Oxted North and Tandridge,,8214
E05007399,Oxted South,,8215
E05007400,Portley,,8216
E05007401,Queens Park,,8217
E05007402,Tatsfield and Titsey,,8218
E05007403,Valley,,8219
E05007404,Warlingham East and Chelsham and Farleigh,,8220
E05007405,Warlingham West,,8221
E05007406,Westway,,8222
E05007407,Whyteleafe,,8223
E05007408,Woldingham,,8224
E05007409,Bletchingley and Nutfield,,8225
E05007410,"Burstow, Horne and Outwood",,8226
E05007411,"Alfold, Cranleigh Rural and Ellens Green",,8227
E05007412,Blackheath and Wonersh,,8228
E05007413,"Bramley, Busbridge and Hascombe",,8229
E05007414,Chiddingfold and Dunsfold,,8230
E05007415,Cranleigh East,,8231
E05007416,Cranleigh West,,8232
E05007417,Elstead and Thursley,,8233
E05007418,Ewhurst,,8234
E05007419,Farnham Bourne,,8235
E05007420,Farnham Castle,,8236
E05010799,Hoe Valley,,8237
E05007294,Holy Trinity,,8238
E05008983,Paddox,,8239
E05010800,Horsell,,8240
E05011083,Oxshott and Stoke D'Abernon,,8241
E05009786,Emscote,,8242
E05007295,Lovelace,,8243
E05008984,Revel and Binley Woods,,8244
E05007346,Tadworth and Walton,,8245
E05010801,Knaphill,,8246
E05011084,Thames Ditton,,8247
E05007181,Minden,,8248
E05009787,Leam,,8249
E05007296,Merrow,,8250
E05008985,Rokeby and Overslade,,8251
E05007347,Tattenhams,,8252
E05010802,Mount Hermon,,8253
E05011085,Walton Central,,8254
E05007182,Moreton Hall,,8255
E05009788,Manor,,8256
E05007297,Normandy,,8257
E05008986,Eastlands,,8258
E05007348,Addlestone Bourneside,,8259
E05010803,Pyrford,,8260
E05011086,Walton North,,8261
E05007183,Northgate,,8262
E05009789,Milverton,,8263
E05007298,Onslow,,8264
E05010760,Wolston and the Lawfords,,8265
E05007349,Addlestone North,,8266
E05010804,St John's,,8267
E05011087,Walton South,,8268
E05007184,Pakenham,,8269
E05009790,Myton & Heathcote,,8270
E05007299,Pilgrims,,8271
E05008988,Wolvey and Shilton,,8272
E05007350,Chertsey Meads,,8273
E05007457,Arley and Whitacre,,8274
E05007185,Risby,,8275
E05009791,Newbold,,8276
E05007300,Pirbright,,8277
E05010178,Alcester Town,,8278
E05007351,Chertsey St Ann's,,8279
E05007458,Atherstone Central,,8280
E05007186,Risbygate,,8281
E05009792,Park Hill,,8282
E05007301,Send,,8283
E05010179,Alcester & Rural,,8284
E05007352,Chertsey South and Row Town,,8285
E05007459,Atherstone North,,8286
E05007187,Rougham,,8287
E05009793,Radford Semele,,8288
E05007302,Shalford,,8289
E05010180,Avenue,,8290
E05007353,Egham Hythe,,8291
E05007460,Atherstone South and Mancetter,,8292
E05007188,St Olaves,,8293
E05009794,St John's,,8294
E05007303,Stoke,,8295
E05010181,Bidford East,,8296
E05007354,Egham Town,,8297
E05007461,Baddesley and Grendon,,8298
E05007189,Southgate,,8299
E05009795,Saltisford,,8300
E05007304,Stoughton,,8301
E05010182,Bidford West & Salford,,8302
E05007355,Englefield Green East,,8303
E05007462,Coleshill North,,8304
E05007190,Stanton,,8305
E05009796,Stoneleigh & Cubbington,,8306
E05007305,Tillingbourne,,8307
E05010183,Bishop's Itchington,,8308
E05007356,Englefield Green West,,8309
E05007357,Foxhills,,8310
E05007358,New Haw,,8311
E05007359,Thorpe,,8312
E05007360,Virginia Water,,8313
E05007361,Woodham,,8314
E05007362,Ashford Common,,8315
E05007363,Ashford East,,8316
E05007364,Ashford North and Stanwell South,,8317
E05007365,Ashford Town,,8318
E05007366,Halliford and Sunbury West,,8319
E05007367,Laleham and Shepperton Green,,8320
E05007368,Riverside and Laleham,,8321
E05007369,Shepperton Town,,8322
E05007370,Staines,,8323
E05007191,Westgate,,8324
E05007463,Coleshill South,,8325
E05010184,Bishopton,,8326
E05007306,Westborough,,8327
E05007192,Wickhambrook,,8328
E05007464,Curdworth,,8329
E05010185,Brailes & Compton,,8330
E05007307,Worplesdon,,8331
E05009797,Sydenham,,8332
E05007193,Withersfield,,8333
E05007465,Dordon,,8334
E05010186,Bridgetown,,8335
E05007308,Ashtead Common,,8336
E05009798,Whitnash,,8337
E05010432,Aldeburgh,,8338
E05007466,Fillongley,,8339
E05010187,Clopton,,8340
E05007309,Ashtead Park,,8341
E05009799,Woodloes,,8342
E05010433,Deben,,8343
E05007467,Hartshill,,8344
E05010188,Ettington,,8345
E05007310,Ashtead Village,,8346
E05007562,Buckingham,,8347
E05010434,Felixstowe East,,8348
E05007468,Hurley and Wood End,,8349
E05010189,Guildhall,,8350
E05007311,Beare Green,,8351
E05007563,Churchill,,8352
E05010435,Felixstowe North,,8353
E05007469,Kingsbury,,8354
E05010190,Harbury,,8355
E05007312,Bookham North,,8356
E05007564,Cokeham,,8357
E05010436,Felixstowe South,,8358
E05007470,Newton Regis and Warton,,8359
E05010191,Hathaway,,8360
E05007313,Bookham South,,8361
E05007565,Eastbrook,,8362
E05010437,Felixstowe West,,8363
E05007471,Polesworth East,,8364
E05010192,Henley-in-Arden,,8365
E05007314,Box Hill and Headley,,8366
E05007566,Hillside,,8367
E05010438,Framlingham,,8368
E05007472,Polesworth West,,8369
E05010193,Kineton,,8370
E05007315,"Brockham, Betchworth and Buckland",,8371
E05007567,Manor,,8372
E05010439,Fynn Valley,,8373
E05007473,Water Orton,,8374
E05010194,Kinwarton,,8375
E05007316,"Capel, Leigh and Newdigate",,8376
E05007568,Marine,,8377
E05010440,Grundisburgh,,8378
E05007474,Abbey,,8379
E05010195,Long Itchington & Stockton,,8380
E05007317,Charlwood,,8381
E05007569,Mash Barn,,8382
E05010441,Hacheston,,8383
E05007475,Arbury,,8384
E05010196,Napton & Fenny Compton,,8385
E05007318,Dorking North,,8386
E05007570,Peverel,,8387
E05010442,Kesgrave East,,8388
E05007476,Attleborough,,8389
E05010197,Quinton,,8390
E05007319,Dorking South,,8391
E05007571,St Mary's,,8392
E05010443,Kesgrave West,,8393
E05007477,Bar Pool,,8394
E05010198,Red Horse,,8395
E05007320,Fetcham East,,8396
E05007572,St Nicolas,,8397
E05010444,Kirton,,8398
E05007573,Southlands,,8399
E05007574,Southwick Green,,8400
E05007628,West Wittering,,8401
E05007629,Westbourne,,8402
E05007630,Wisborough Green,,8403
E05007631,Bewbush,,8404
E05007632,Broadfield North,,8405
E05007633,Broadfield South,,8406
E05007634,Furnace Green,,8407
E05007635,Gossops Green,,8408
E05007636,Ifield,,8409
E05007887,Rainbow Hill,,8410
E05010512,Wribbenhall & Arley,,8411
E05007678,Crawley Down and Turners Hill,,8412
N08000209,Brownlow,,8413
E05007575,Widewater,,8414
N08000318,Clonard,,8415
E05009844,Rock Hill,,8416
E05007637,Langley Green,,8417
E05007638,Maidenbower,,8418
E05007639,Northgate,,8419
E05007640,Pound Hill North,,8420
E05007641,Pound Hill South and Worth,,8421
E05007642,Southgate,,8422
E05007643,Three Bridges,,8423
E05007644,Tilgate,,8424
E05007645,West Green,,8425
E05010086,Billingshurst and Shipley,,8426
E05007647,"Bramber, Upper Beeding and Woodmancote",,8427
E05007648,Broadbridge Heath,,8428
E05007649,Chanctonbury,,8429
E05007650,Chantry,,8430
E05007651,"Cowfold, Shermanbury and West Grinstead",,8431
E05007652,Denne,,8432
E05007653,Forest,,8433
E05007654,Henfield,,8434
E05007655,Holbrook East,,8435
E05007656,Holbrook West,,8436
E05007657,Horsham Park,,8437
E05007658,"Itchingfield, Slinfold and Warnham",,8438
E05007659,Nuthurst,,8439
E05007660,Pulborough and Coldwatham,,8440
E05007661,Roffey North,,8441
E05007662,Roffey South,,8442
E05007663,Rudgwick,,8443
E05007664,Rusper and Colgate,,8444
E05010087,Southwater,,8445
E05007666,Steyning,,8446
E05007667,Trafalgar,,8447
E05007668,Ardingly and Balcombe,,8448
E05007669,Ashurst Wood,,8449
E05007670,Bolney,,8450
E05007671,Burgess Hill Dunstall,,8451
E05007672,Burgess Hill Franklands,,8452
E05007673,Burgess Hill Leylands,,8453
E05007674,Burgess Hill Meeds,,8454
E05007675,Burgess Hill St Andrews,,8455
E05007676,Burgess Hill Victoria,,8456
E05007677,Copthorne and Worth,,8457
E05009800,Aldwick East,,8458
E05007679,Cuckfield,,8459
E05010513,Wyre Forest Rural,,8460
N08000210,Cathedral,,8461
N08000319,Collin Glen,,8462
E05007888,St Clement,,8463
E05009801,Aldwick West,,8464
E05009845,Rubery North,,8465
E05007680,East Grinstead Ashplats,,8466
N08000101,Abbey,,8467
N08000211,Corcrain,,8468
N08000320,Connswater,,8469
E05007889,St John,,8470
E05009802,Angmering & Findon,,8471
E05009846,Rubery South,,8472
E05007681,East Grinstead Baldwins,,8473
N08000102,Aldergrove,,8474
N08000212,Craigavon Centre,,8475
N08000321,Cregagh,,8476
E05007890,St Peter's Parish,,8477
E05009803,Arundel & Walberton,,8478
E05009847,Sanders Park,,8479
E05007682,East Grinstead Herontye,,8480
N08000103,Antrim Centre,,8481
N08000213,Demesne,,8482
N08000322,Duncairn,,8483
E05007891,St Stephen,,8484
E05009804,Barnham,,8485
E05009848,Sidemoor,,8486
E05007683,East Grinstead Imberhorne,,8487
N08000104,Ballyclare East,,8488
N08000214,Derrytrasna,,8489
N08000323,Dunmurry,,8490
E05007892,Warndon,,8491
E05009805,Beach,,8492
E05009849,Slideslow,,8493
E05007684,East Grinstead Town,,8494
N08000105,Ballyclare West,,8495
N08000215,Donaghcloney,,8496
N08000324,Falls,,8497
E05007893,Warndon Parish North,,8498
E05009806,Bersted,,8499
E05009850,Tardebigge,,8500
E05007685,Hassocks,,8501
N08000106,Ballyduff,,8502
N08000216,Dromore,,8503
N08000325,Falls Park,,8504
E05007894,Warndon Parish South,,8505
E05009807,Brookfield,,8506
E05009851,Wythall East,,8507
E05007686,Haywards Heath Ashenground,,8508
N08000107,Ballyhenry,,8509
N08000217,Gilford,,8510
N08000326,Finaghy,,8511
E05007895,Badsey,,8512
E05009808,Courtwick with Toddington,,8513
E05009852,Wythall West,,8514
E05007687,Haywards Heath Bentswood,,8515
N08000108,Ballynure,,8516
N08000218,Gransha,,8517
N08000327,Forth River,,8518
E05007896,Bengeworth,,8519
E05009809,East Preston,,8520
E05009810,Felpham East,,8521
E05009811,Felpham West,,8522
E05009812,Ferring,,8523
E05009813,Hotham,,8524
E05009814,Marine,,8525
E05009815,Middleton-on-Sea,,8526
E05009816,Orchard,,8527
E05009817,Pagham,,8528
E05009818,Pevensey,,8529
E05009819,River,,8530
E05009820,Rustington East,,8531
E05009821,Rustington West,,8532
E05009822,Yapton,,8533
E05007602,Bosham,,8534
E05007603,Boxgrove,,8535
E05007604,Bury,,8536
E05007605,Chichester East,,8537
E05007606,Chichester North,,8538
E05007607,Chichester South,,8539
E05007608,Chichester West,,8540
E05007609,Donnington,,8541
E05007610,Easebourne,,8542
E05007611,East Wittering,,8543
E05007612,Fernhurst,,8544
E05007613,Fishbourne,,8545
E05007614,Funtington,,8546
E05007615,Harting,,8547
E05007616,Lavant,,8548
E05007617,Midhurst,,8549
E05007618,North Mundham,,8550
E05007619,Petworth,,8551
E05007620,Plaistow,,8552
E05007621,Rogate,,8553
E05007622,Selsey North,,8554
E05007623,Selsey South,,8555
E05007624,Sidlesham,,8556
E05007625,Southbourne,,8557
E05007626,Stedham,,8558
E05007627,Tangmere,,8559
E05007688,Haywards Heath Franklands,,8560
N08000109,Ballyrobert,,8561
N08000328,Fortwilliam,,8562
N08000219,Hamiltonsbawn,,8563
E05007689,Haywards Heath Heath,,8564
N08000110,Burnthill,,8565
N08000329,Garnerville,,8566
E05007897,Bowbrook,,8567
N08000220,Keady,,8568
E05007690,Haywards Heath Lucastes,,8569
N08000111,Carnmoney,,8570
N08000330,Gilnahirk,,8571
E05007898,Bredon,,8572
E05007846,Alfrick and Leigh,,8573
N08000221,Kernan,,8574
E05007691,High Weald,,8575
N08000112,Carnmoney Hill,,8576
N08000331,Hillfoot,,8577
E05007899,Bretforton and Offenham,,8578
E05007847,Baldwin,,8579
N08000222,Killycomain,,8580
E05007692,Hurstpierpoint and Downs,,8581
N08000113,Clady,,8582
N08000332,Innisfayle,,8583
E05007900,Broadway and Wickhamford,,8584
E05007848,Broadheath,,8585
N08000223,Knocknashane,,8586
E05007693,Lindfield,,8587
N08000114,Collinbridge,,8588
N08000333,Knock,,8589
E05007901,Dodderhill,,8590
E05007849,Chase,,8591
N08000224,Lough Road,,8592
E05007694,Broadwater,,8593
N08000115,Cranfield,,8594
N08000334,Ladybrook,,8595
E05007902,Drakes Broughton,,8596
E05007850,Dyson Perrins,,8597
N08000225,Loughbrickland,,8598
E05007695,Castle,,8599
N08000116,Crumlin,,8600
N08000335,Lagmore,,8601
E05007903,Droitwich Central,,8602
E05007851,Hallow,,8603
N08000226,Loughgall,,8604
E05007696,Central,,8605
N08000117,Doagh,,8606
N08000336,Legoniel,,8607
E05007904,Droitwich East,,8608
E05007852,Kempsey,,8609
N08000227,Magheralin,,8610
E05007697,Durrington,,8611
N08000118,Fairview,,8612
N08000337,Malone,,8613
E05007905,Droitwich South East,,8614
E05007853,Lindridge,,8615
N08000228,Mahon,,8616
E05007698,Gaisford,,8617
N08000119,Fountain Hill,,8618
N08000338,Merok,,8619
E05007906,Droitwich South West,,8620
E05007854,Link,,8621
N08000229,Markethill,,8622
E05007699,Goring,,8623
N08000120,Glebe,,8624
N08000339,Musgrave,,8625
E05007907,Droitwich West,,8626
E05007855,Longdon,,8627
N08000230,Mourneview,,8628
E05007700,Heene,,8629
N08000121,Glengormley,,8630
N08000340,New Lodge,,8631
N08000341,Orangefield,,8632
N08000342,Ormeau,,8633
N08000343,Poleglass,,8634
N08000344,Ravenhill,,8635
N08000345,Rosetta,,8636
N08000346,Sandown,,8637
N08000347,Shandon,,8638
N08000348,Shankill,,8639
N08000349,Shaw's Road,,8640
N08000350,Stewartstown,,8641
N08000351,Stormont,,8642
N08000352,Stranmillis,,8643
N08000353,Sydenham,,8644
N08000354,Turf Lodge,,8645
N08000355,Twinbrook,,8646
N08000356,Upper Malone,,8647
N08000357,Water Works,,8648
N08000358,Windsor,,8649
N08000359,Woodstock,,8650
N08000360,Woodvale,,8651
N08000401,Aghadowey,,8652
N08000402,Altahullion,,8653
N08000403,Atlantic,,8654
N08000404,Ballycastle,,8655
N08000405,Ballykelly,,8656
N08000406,Ballymoney East,,8657
N08000407,Ballymoney North,,8658
N08000231,Navan,,8659
E05007701,Marine,,8660
E05007856,Martley,,8661
E05007908,Eckington,,8662
N08000232,Parklake,,8663
E05007702,Northbrook,,8664
E05007857,Morton,,8665
E05007909,Elmley Castle and Somerville,,8666
N08000233,Quilly,,8667
E05007703,Offington,,8668
E05007858,Pickersleigh,,8669
N08000122,Greystone,,8670
E05007910,Evesham North,,8671
N08000234,Rathfriland,,8672
E05007704,Salvington,,8673
E05007859,Powick,,8674
N08000123,Hightown,,8675
E05007911,Evesham South,,8676
N08000235,Richhill,,8677
E05007705,Selden,,8678
E05007860,Priory,,8679
N08000124,Jordanstown,,8680
E05007912,Fladbury,,8681
N08000236,Seagahan,,8682
E05007706,Tarring,,8683
E05007861,Ripple,,8684
N08000125,Mallusk,,8685
E05007913,Great Hampton,,8686
N08000237,Shankill,,8687
E05009823,Alvechurch South,,8688
E05007862,Teme Valley,,8689
N08000126,Monkstown,,8690
E05007914,Hartlebury,,8691
N08000238,Tandragee,,8692
E05009824,Alvechurch Village,,8693
E05007863,Tenbury,,8694
N08000127,Mossley,,8695
E05007915,Harvington and Norton,,8696
N08000239,The Birches,,8697
E05009825,Aston Fields,,8698
E05007864,Upton and Hanley,,8699
N08000128,O'Neill,,8700
E05007916,Honeybourne and Pebworth,,8701
N08000240,The Mall,,8702
E05009826,Avoncroft,,8703
E05007865,Wells,,8704
N08000129,Parkgate,,8705
E05007917,Inkberrow,,8706
N08000241,Waringstown,,8707
E05009827,Barnt Green & Hopwood,,8708
E05007866,West,,8709
N08000130,Randalstown,,8710
E05007918,Little Hampton,,8711
N08000301,Andersonstown,,8712
E05009828,Belbroughton & Romsley,,8713
E05007867,Woodbury,,8714
N08000131,Rathcoole,,8715
E05007919,Lovett and North Claines,,8716
N08000302,Ardoyne,,8717
E05009829,Bromsgrove Central,,8718
E05007868,Abbey,,8719
N08000132,Rostulla,,8720
E05007920,Norton and Whittington,,8721
N08000303,Ballygomartin,,8722
E05009830,Catshill North,,8723
E05007869,Astwood Bank and Feckenham,,8724
N08000133,Shilvodan,,8725
E05007921,Ombersley,,8726
N08000304,Ballymacarrett,,8727
E05009831,Catshill South,,8728
E05007870,Batchley & Brockhill,,8729
N08000134,Springfarm,,8730
E05007922,Pershore,,8731
N08000305,Ballymurphy,,8732
E05009832,Charford,,8733
E05007871,Central,,8734
N08000135,Steeple,,8735
